#{"t_start": 1765939518.3486989, "env_id": "None"}
r,l,t
0.0,1936,32.86483
0.0,1936,93.227436
0.0,1936,153.759506
0.0,1936,213.765908
1.0,1877,272.828203
1.0,1169,319.178535
1.0,951,335.270739
1.0,1456,384.497977
1.0,1465,436.16988
1.0,949,453.237719
1.0,626,464.450993
1.0,499,484.125944
1.0,985,495.946004
1.0,698,504.313777
1.0,434,521.584136
1.0,292,525.163265
1.0,309,530.359193
1.0,255,533.484285
1.0,260,536.637775
1.0,447,542.078894
1.0,265,557.660441
1.0,201,560.075268
1.0,247,563.131673
1.0,211,565.697734
1.0,231,568.494949
1.0,259,571.638502
1.0,199,574.908244
1.0,204,578.51736
1.0,241,582.809407
1.0,367,614.82953
1.0,273,619.641095
1.0,125,621.879314
1.0,196,625.385576
1.0,167,628.388881
1.0,110,630.333123
1.0,164,633.311801
1.0,233,637.485641
1.0,124,639.674209
1.0,272,644.472293
1.0,201,673.623671
1.0,168,676.682042
1.0,178,679.849389
1.0,114,681.88491
1.0,120,684.028217
1.0,116,686.096308
1.0,120,688.265844
1.0,192,691.662622
1.0,146,694.273855
1.0,163,697.200058
1.0,184,700.506265
1.0,191,703.921459
1.0,226,707.970147
1.0,220,737.199718
1.0,105,739.087118
1.0,119,741.188988
1.0,131,743.550483
1.0,148,746.036466
1.0,119,748.240577
1.0,147,750.802193
1.0,141,753.344594
1.0,123,755.468247
1.0,89,757.095055
1.0,213,760.796317
1.0,130,762.84666
1.0,107,764.151441
1.0,102,765.390515
1.0,135,767.04346
1.0,127,793.674762
1.0,104,795.522139
1.0,125,797.734814
1.0,168,800.737987
1.0,123,802.931112
1.0,119,805.052081
1.0,245,809.400122
1.0,136,811.805802
1.0,131,814.141588
1.0,172,817.196742
1.0,91,818.824617
1.0,245,823.195216
1.0,115,825.246349
1.0,129,827.526702
1.0,165,856.000164
1.0,149,858.658275
1.0,121,860.804401
1.0,179,864.008227
1.0,125,866.225287
1.0,167,869.192972
1.0,131,871.519243
1.0,238,875.808251
1.0,186,879.095224
1.0,122,881.277313
1.0,123,883.482035
1.0,176,886.584102
1.0,120,888.738306
1.0,111,916.227335
1.0,116,918.344267
1.0,144,920.896468
1.0,123,923.114884
1.0,108,925.016323
1.0,156,927.878072
1.0,151,930.5529
1.0,150,933.200594
1.0,128,935.465896
1.0,149,938.184135
1.0,172,941.254622
1.0,170,944.263046
1.0,270,949.092077
1.0,134,951.524597
1.0,122,979.438895
1.0,156,982.221651
1.0,117,984.304529
1.0,92,985.92004
1.0,121,988.116687
1.0,151,990.799965
1.0,152,993.520026
1.0,129,995.841829
1.0,110,997.785487
1.0,134,1000.18098
1.0,93,1001.863344
1.0,132,1004.183265
1.0,94,1005.851437
1.0,79,1007.288473
1.0,97,1008.985196
1.0,160,1011.848974
1.0,102,1013.664507
1.0,127,1042.144929
1.0,79,1043.578119
1.0,102,1045.399216
1.0,92,1047.038313
1.0,105,1048.882333
1.0,85,1050.381972
1.0,93,1052.03409
1.0,109,1053.965897
1.0,1099,1073.404408
1.0,103,1075.301426
1.0,97,1076.905153
1.0,123,1100.56547
1.0,107,1101.947991
1.0,148,1104.585953
1.0,138,1107.078432
1.0,161,1109.957106
1.0,89,1111.555269
1.0,133,1113.915086
1.0,120,1116.076222
1.0,103,1117.917451
1.0,105,1119.79526
1.0,112,1121.788489
1.0,126,1124.039559
1.0,89,1125.628926
1.0,117,1127.717587
1.0,106,1129.616717
1.0,106,1131.530839
1.0,110,1133.507398
1.0,105,1160.712881
1.0,123,1162.896683
1.0,89,1164.468168
1.0,137,1166.400326
1.0,148,1168.824778
1.0,84,1170.325772
1.0,94,1172.017689
1.0,95,1173.702212
1.0,130,1176.023871
1.0,96,1177.75333
1.0,104,1179.57803
1.0,122,1181.748404
1.0,175,1184.890079
1.0,89,1186.471801
1.0,209,1190.183846
1.0,122,1192.362995
1.0,156,1195.175317
1.0,100,1221.898047
1.0,129,1224.163906
1.0,93,1225.866277
1.0,85,1227.376791
1.0,78,1228.785098
1.0,88,1230.366355
1.0,95,1232.05149
1.0,87,1233.585054
1.0,102,1235.40153
1.0,69,1236.593351
1.0,102,1238.400512
1.0,97,1240.172763
1.0,84,1241.657218
1.0,105,1243.53885
1.0,75,1244.865737
1.0,75,1246.21476
1.0,153,1248.990327
1.0,88,1250.571658
1.0,91,1252.203544
1.0,94,1253.848395
1.0,107,1255.76175
1.0,102,1282.819659
1.0,91,1284.44404
1.0,83,1285.891628
1.0,65,1287.080659
1.0,99,1288.828274
1.0,90,1290.441443
1.0,76,1291.801968
1.0,90,1293.415346
1.0,105,1295.311029
1.0,92,1296.958985
1.0,78,1298.377114
1.0,94,1300.073979
1.0,74,1301.392525
1.0,90,1303.013135
1.0,97,1304.735427
1.0,108,1306.670801
1.0,70,1307.92562
1.0,82,1309.405921
1.0,87,1310.930758
