#{"t_start": 1765939518.3509898, "env_id": "None"}
r,l,t
0.0,1936,32.876038
0.0,1936,93.237601
0.0,1936,153.769346
1.0,692,191.537621
1.0,642,203.043023
0.0,1936,263.185397
1.0,905,279.348841
1.0,1153,325.171234
0.0,1936,382.249026
0.0,1936,442.405549
1.0,875,458.098798
1.0,852,484.11731
1.0,616,491.508702
1.0,1039,503.97106
1.0,177,518.146255
1.0,205,520.607611
1.0,767,531.423001
1.0,274,534.751367
1.0,546,541.3728
1.0,155,555.651176
1.0,191,557.955106
1.0,234,560.785053
1.0,427,566.020035
1.0,169,568.063206
1.0,531,575.575379
1.0,346,581.680424
1.0,255,611.760166
1.0,208,615.446594
1.0,142,617.9708
1.0,190,621.307401
1.0,136,623.780143
1.0,130,626.066614
1.0,150,628.766779
1.0,238,633.056074
1.0,171,636.101585
1.0,189,639.478764
1.0,140,641.935086
1.0,209,645.615796
1.0,199,674.788863
1.0,199,678.357868
1.0,143,680.909948
1.0,198,684.451596
1.0,147,687.068724
1.0,142,689.621887
1.0,163,692.517216
1.0,142,695.065821
1.0,123,697.274262
1.0,145,699.869967
1.0,127,702.14455
1.0,185,705.452169
1.0,207,734.436514
1.0,131,736.808856
1.0,127,739.067131
1.0,144,741.632944
1.0,126,743.889048
1.0,193,747.2267
1.0,169,750.193043
1.0,156,753.069531
1.0,180,756.194726
1.0,124,758.245659
1.0,161,761.194737
1.0,155,763.43139
1.0,197,765.82094
1.0,287,794.767401
1.0,232,798.887626
1.0,119,800.985734
1.0,107,802.889873
1.0,241,807.191092
1.0,175,810.278615
1.0,125,812.504634
1.0,224,816.501857
1.0,317,822.140394
1.0,164,825.068974
1.0,132,827.430091
1.0,90,854.555237
1.0,130,856.878982
1.0,166,859.822905
1.0,159,862.678205
1.0,158,865.467741
1.0,159,868.302575
1.0,220,872.210812
1.0,86,873.740701
1.0,192,877.181087
1.0,138,879.644272
1.0,185,882.947003
1.0,133,885.283276
1.0,150,887.975478
1.0,155,916.244994
1.0,126,918.54397
1.0,108,920.454032
1.0,138,922.949304
1.0,134,925.292396
1.0,193,928.827002
1.0,105,930.697071
1.0,120,932.788984
1.0,116,934.848019
1.0,124,937.127035
1.0,92,938.760146
1.0,136,941.179488
1.0,188,944.529811
1.0,107,946.453602
1.0,167,949.419438
1.0,150,952.13408
1.0,219,981.760419
1.0,115,983.840879
1.0,106,985.706763
1.0,126,987.969253
1.0,172,991.042182
1.0,118,993.144972
1.0,117,995.246987
1.0,160,998.095085
1.0,217,1001.969025
1.0,77,1003.342099
1.0,129,1005.637477
1.0,90,1007.245955
1.0,79,1008.647247
1.0,97,1010.353895
1.0,110,1012.327552
1.0,100,1014.104927
1.0,94,1042.010866
1.0,83,1043.504096
1.0,133,1045.876729
1.0,141,1048.386611
1.0,111,1050.34642
1.0,93,1051.978271
1.0,115,1054.027894
1.0,105,1055.890273
1.0,131,1058.256723
1.0,93,1059.895594
1.0,92,1061.529839
1.0,92,1063.174019
1.0,186,1066.488074
1.0,119,1068.596413
1.0,102,1070.417342
1.0,97,1071.943156
1.0,93,1073.665489
1.0,114,1075.684741
1.0,95,1099.343629
1.0,110,1100.696071
1.0,123,1102.401651
1.0,81,1103.873096
1.0,151,1106.559118
1.0,130,1108.88091
1.0,119,1111.021035
1.0,116,1113.098787
1.0,72,1114.380341
1.0,103,1116.213596
1.0,101,1118.063535
1.0,65,1119.218989
1.0,119,1121.332377
1.0,155,1124.11229
1.0,132,1126.452527
1.0,88,1128.024731
1.0,90,1129.635846
1.0,100,1131.42903
1.0,129,1133.757813
1.0,136,1161.51266
1.0,92,1163.132473
1.0,97,1164.872058
1.0,143,1166.754076
1.0,88,1168.237797
1.0,66,1169.446903
1.0,74,1170.76456
1.0,113,1172.756425
1.0,79,1174.202207
1.0,112,1176.215385
1.0,91,1177.836244
1.0,110,1179.793165
1.0,93,1181.42202
1.0,112,1183.397809
1.0,108,1185.326117
1.0,83,1186.831736
1.0,145,1189.424672
1.0,118,1191.520103
1.0,213,1195.30763
1.0,111,1222.255752
1.0,90,1223.840583
1.0,105,1225.728301
1.0,95,1227.451092
1.0,98,1229.220699
1.0,78,1230.595181
1.0,59,1231.64835
1.0,97,1233.369848
1.0,104,1235.184934
1.0,92,1236.791663
1.0,78,1238.205182
1.0,81,1239.655065
1.0,89,1241.259765
1.0,81,1242.698891
1.0,86,1244.243454
1.0,155,1247.036164
1.0,77,1248.398702
1.0,118,1250.5421
1.0,94,1252.223482
1.0,92,1253.838584
1.0,101,1255.626668
1.0,118,1282.966273
1.0,65,1284.150243
1.0,116,1286.196901
1.0,153,1288.927292
1.0,90,1290.532665
1.0,103,1292.387525
1.0,114,1294.427281
1.0,119,1296.582245
