#{"t_start": 1765939518.350756, "env_id": "None"}
r,l,t
0.0,1936,32.873601
0.0,1936,93.235093
0.0,1936,153.766912
0.0,1936,213.773869
1.0,377,220.504368
1.0,1870,279.481134
1.0,1887,336.949744
1.0,490,369.687998
1.0,691,382.029599
1.0,983,399.591197
1.0,637,436.48537
0.0,1936,482.673666
1.0,288,486.137578
1.0,417,491.137302
1.0,149,492.920951
1.0,909,503.827621
1.0,366,520.266324
1.0,246,523.246347
1.0,222,526.104711
1.0,461,533.044036
1.0,238,535.939947
1.0,166,537.940649
1.0,415,555.382003
1.0,139,557.056868
1.0,331,561.069779
1.0,173,563.210423
1.0,260,566.369672
1.0,237,569.239746
1.0,252,572.339177
1.0,316,577.947896
1.0,173,580.998988
1.0,326,612.310467
1.0,128,614.582947
1.0,194,618.022125
1.0,180,621.199201
1.0,177,624.398505
1.0,178,627.595813
1.0,212,631.383828
1.0,196,634.861711
1.0,184,638.188363
1.0,119,640.269555
1.0,261,644.895036
1.0,157,673.22976
1.0,185,676.606172
1.0,142,679.135611
1.0,110,681.090248
1.0,233,685.264378
1.0,144,687.842366
1.0,159,690.676353
1.0,166,693.636496
1.0,148,696.295778
1.0,165,699.267755
1.0,95,700.932893
1.0,161,703.837355
1.0,146,706.436704
1.0,139,734.229213
1.0,158,737.063027
1.0,112,739.064691
1.0,160,741.918979
1.0,174,744.836549
1.0,178,748.126184
1.0,135,750.467514
1.0,152,753.258357
1.0,236,757.409364
1.0,152,760.004825
1.0,100,761.813421
1.0,180,764.141792
1.0,186,766.417341
1.0,305,795.926085
1.0,138,798.373055
1.0,128,800.636101
1.0,228,804.722811
1.0,135,807.107195
1.0,118,809.213902
1.0,167,812.158638
1.0,190,815.55681
1.0,221,819.486857
1.0,175,822.615462
1.0,232,826.7506
1.0,140,854.750163
1.0,157,857.567165
1.0,106,859.457493
1.0,127,861.726196
1.0,195,865.195923
1.0,182,868.436908
1.0,200,871.985058
1.0,134,874.368279
1.0,127,876.652365
1.0,205,880.302612
1.0,144,882.881067
1.0,133,885.220717
1.0,167,888.19184
1.0,121,915.887666
1.0,120,918.068217
1.0,184,921.334414
1.0,272,926.217797
1.0,72,927.540952
1.0,136,929.966348
1.0,110,931.910233
1.0,110,933.839062
1.0,116,935.891748
1.0,97,937.70868
1.0,102,939.501133
1.0,190,942.884336
1.0,135,945.299935
1.0,133,947.695741
1.0,112,949.681424
1.0,159,978.280178
1.0,79,979.697039
1.0,227,983.733319
1.0,138,986.191379
1.0,130,988.513227
1.0,114,990.5641
1.0,171,993.602499
1.0,85,995.164169
1.0,175,998.259727
1.0,108,1000.185752
1.0,108,1002.118348
1.0,138,1004.545149
1.0,80,1006.004211
1.0,85,1007.5058
1.0,120,1009.628553
1.0,99,1011.400819
1.0,125,1013.621668
1.0,86,1041.369162
1.0,135,1043.808496
1.0,131,1046.158276
1.0,99,1047.895552
1.0,98,1049.647883
1.0,67,1050.834664
1.0,179,1053.988018
1.0,149,1056.657469
1.0,79,1058.048194
1.0,88,1059.615408
1.0,95,1061.301821
1.0,189,1064.717873
1.0,87,1066.252697
1.0,113,1068.24516
1.0,86,1069.779377
1.0,125,1071.787594
1.0,81,1073.289557
1.0,119,1075.485299
1.0,104,1099.27127
1.0,126,1100.8248
1.0,68,1101.68957
1.0,65,1102.759173
1.0,130,1105.112546
1.0,163,1108.015456
1.0,99,1109.772547
1.0,78,1111.188547
1.0,103,1113.013849
1.0,100,1114.825991
1.0,110,1116.791043
1.0,106,1118.71032
1.0,92,1120.34778
1.0,122,1122.522245
1.0,80,1123.928449
1.0,98,1125.693935
1.0,87,1127.232992
1.0,111,1129.217129
1.0,99,1130.991511
1.0,110,1132.958572
1.0,98,1160.074349
1.0,93,1161.714794
1.0,74,1163.012939
1.0,151,1165.564232
1.0,81,1166.579682
1.0,121,1168.569791
1.0,158,1171.420009
1.0,85,1172.950382
1.0,78,1174.340895
1.0,139,1176.846651
1.0,133,1179.190856
1.0,113,1181.177754
1.0,126,1183.421046
1.0,75,1184.776975
1.0,75,1186.111752
1.0,99,1187.862538
1.0,75,1189.201365
1.0,106,1191.09622
1.0,89,1192.693384
1.0,81,1194.152746
1.0,158,1221.926025
1.0,89,1223.484199
1.0,78,1224.889259
1.0,144,1227.48895
1.0,116,1229.56629
1.0,102,1231.382478
1.0,77,1232.759617
1.0,92,1234.391484
1.0,92,1235.998194
1.0,104,1237.824259
1.0,97,1239.581069
1.0,96,1241.286879
1.0,99,1243.067475
1.0,70,1244.325982
1.0,77,1245.703881
1.0,72,1246.996046
1.0,64,1248.126117
1.0,84,1249.655381
1.0,83,1251.138384
1.0,112,1253.136838
1.0,69,1254.361429
1.0,104,1256.194032
1.0,100,1283.238008
1.0,86,1284.774121
1.0,83,1286.223053
1.0,66,1287.421979
1.0,124,1289.617253
1.0,83,1291.103898
1.0,74,1292.427231
1.0,89,1294.020414
1.0,96,1295.76695
1.0,77,1297.170925
1.0,68,1298.381747
1.0,89,1299.972223
1.0,84,1301.461299
1.0,95,1303.184798
1.0,85,1304.700649
1.0,70,1305.977171
1.0,77,1307.350998
1.0,111,1309.32364
1.0,94,1311.002412
1.0,111,1313.002694
1.0,65,1314.13394
1.0,97,1315.844546
1.0,122,1317.995594
