#{"t_start": 1765590199.8720267, "env_id": "None"}
r,l,t
1.0,1426,10.761593
0.0,1936,26.119411
0.0,1936,41.516156
0.0,1936,56.844491
0.0,1936,71.339356
1.0,754,77.685257
0.0,1936,93.213226
