#{"t_start": 1765065296.051713, "env_id": "None"}
r,l,t
0.0,12100,585.458287
0.2,6811,914.583771
0.0,12100,1508.233404
0.0,12100,2100.537189
0.2,1520,2174.841441
0.0,12100,2760.4452
0.0,12100,3356.697082
0.0,12100,3952.603446
0.0,12100,4537.821633
0.2,6857,4879.433047
0.2,1029,4929.836549
0.0,12100,5517.945178
0.2,4453,5737.904666
