#{"t_start": 1765065296.0508757, "env_id": "None"}
r,l,t
0.2,4938,236.748259
0.2,9059,680.53372
0.0,12100,1264.600798
0.2,11028,1806.44938
1.0,8812,2233.745075
0.2,4884,2476.495019
0.2,3239,2631.8984
0.0,12100,3227.683195
1.0,7137,3578.041748
0.2,7941,3962.407018
0.0,12100,4556.369605
0.2,6884,4890.110582
0.2,6189,5193.010059
0.2,5355,5460.449764
0.2,8579,5881.227978
