iteration,extrinsic_reward,intrinsic_reward
74,0.6674218773841858,0.010055901482701302
75,0.7883593738079071,0.006033777724951506
76,0.7635937511920929,0.008852008730173111
77,0.614882817864418,0.009707205928862095
78,0.8182421892881393,0.009356542490422726
79,0.7475781232118607,0.010596233420073986
80,0.7062890648841857,0.011681142263114452
81,0.5655078142881393,0.011562429368495941
82,0.7024218797683716,0.008169719949364662
83,0.5242187470197678,0.013782324269413948
84,0.5707812428474426,0.011129460297524929
85,0.6725390613079071,0.014484716579318047
86,0.7609374970197678,0.01119965873658657
87,0.7440625011920929,0.01320791244506836
88,0.6579687535762787,0.010825984179973602
89,0.548828125,0.012291280552744865
90,0.7372265577316284,0.012963637709617615
91,0.5588281244039536,0.011318102478981018
92,0.4633984357118607,0.00720184575766325
93,0.16359374821186065,0.01065486203879118
94,0.32316406071186066,0.011766421608626842
95,0.41242187321186063,0.01607082411646843
96,0.48816406428813935,0.015327099710702896
97,0.4099609375,0.009372788481414318
98,0.3273828089237213,0.013345874845981598
99,0.33828125,0.01113640796393156
100,0.36726562678813934,0.014419342391192913
101,0.31488281339406965,0.013401059433817863
102,0.27832031473517416,0.013097323477268219
103,0.27128906175494194,0.01277179829776287
104,0.30960937812924383,0.013223372399806976
105,0.17062500417232512,0.014295819215476513
106,0.2830859363079071,0.015719564631581306
107,0.27023437321186067,0.014256047084927559
108,0.2994140625,0.018223833292722702
109,0.13667968809604644,0.015066846273839474
110,0.2182421863079071,0.01372776459902525
111,0.23246093690395356,0.016775429248809814
112,0.14109375178813935,0.017823457717895508
113,0.27449219226837157,0.019070055335760117
114,0.3718359410762787,0.01565801352262497
115,0.18660156428813934,0.01623166725039482
116,0.1653124988079071,0.01764022558927536
117,0.06796875,0.017253823578357697
118,0.0760546863079071,0.025456707924604416
119,0.061835935711860655,0.018283454701304436
120,0.15480468571186065,0.01744602620601654
121,0.1201953113079071,0.0170097928494215
122,0.11296874806284904,0.019506676122546196
123,0.20117187425494193,0.020897172391414642
124,0.3394921861588955,0.020048609003424644
125,0.3669140636920929,0.017215630039572716
126,0.2706250011920929,0.019276633858680725
127,0.11175781488418579,0.019235074520111084
128,0.060273438692092896,0.020404113456606865
129,0.0374218761920929,0.022372569888830185
130,0.0374218761920929,0.021703150123357773
131,0.0374218761920929,0.021245434880256653
132,0.0374218761920929,0.018505888059735298
133,0.0,0.017697811126708984
134,0.0,0.014494908973574638
135,0.0,0.016824712976813316
136,0.0,0.014812653884291649
137,0.0,0.014501734636723995
138,0.0,0.016305843368172646
139,0.0,0.01479109562933445
140,0.0,0.014924563467502594
141,0.0,0.017350392416119576
142,0.06097656488418579,0.017087850719690323
143,0.17941406667232512,0.01924939453601837
144,0.17941406667232512,0.01457058172672987
145,0.11843750178813935,0.015881212428212166
146,0.08453124761581421,0.0183554720133543
147,0.08453124761581421,0.01976829394698143
148,0.08453124761581421,0.014953047037124634
149,0.0852343738079071,0.015216655097901821
150,0.1829296886920929,0.01250523328781128
151,0.1730859398841858,0.01155085302889347
152,0.1730859398841858,0.010097784921526909
153,0.148828125,0.010258004069328308
154,0.148828125,0.010652430355548859
155,0.0734375,0.010606080293655396
156,0.0701171875,0.00997842289507389
157,0.13371093571186066,0.010742510668933392
158,0.13371093571186066,0.008466683328151703
159,0.06359374821186066,0.007931678555905819
160,0.03109374940395355,0.009508132934570312
161,0.0,0.00964725948870182
162,0.115625,0.009497961960732937
163,0.1723828136920929,0.008993957191705704
164,0.3006640672683716,0.009129375219345093
165,0.12828125357627868,0.012194572016596794
166,0.21281250119209288,0.009399516507983208
167,0.3989062488079071,0.010154064744710922
168,0.4120703101158142,0.00986840482801199
169,0.30679687559604646,0.008414766751229763
170,0.278867182135582,0.009735645726323128
171,0.2774609327316284,0.011143687181174755
172,0.203125,0.008385262452065945
173,0.294140625,0.008109288290143013
174,0.2091015636920929,0.009659592062234879
175,0.32421875596046446,0.009927446953952312
176,0.3426562577486038,0.009467876516282558
177,0.3426562577486038,0.008663341403007507
178,0.15074218958616256,0.00818220991641283
179,0.10417968779802322,0.009684611111879349
180,0.156562502682209,0.007480294909328222
181,0.1398828148841858,0.0081862211227417
182,0.0866406261920929,0.008600877597928047
183,0.0409375011920929,0.00921156071126461
184,0.06851562559604644,0.008489057421684265
185,0.16128906309604646,0.008335331454873085
186,0.17675780951976777,0.007460340857505798
187,0.17675780951976777,0.006611122749745846
188,0.05640624761581421,0.006922930013388395
189,0.05640624761581421,0.007689903490245342
190,0.013515624403953552,0.007498640101402998
191,0.013515624403953552,0.007242733146995306
192,0.09453124701976776,0.00658565666526556
193,0.15023437440395354,0.006509031169116497
194,0.13671875,0.007228239439427853
195,0.05570312738418579,0.006917513906955719
196,0.0,0.005929367151111364
197,0.04601562321186066,0.006338218227028847
198,0.04601562321186066,0.005733058787882328
199,0.12562499940395355,0.006612301804125309
200,0.15972656160593032,0.0069239381700754166
201,0.14988281279802323,0.005997430067509413
202,0.2653125025331974,0.005733734928071499
203,0.34210937544703485,0.006604216061532497
204,0.2853515617549419,0.006692230701446533
205,0.25234375298023226,0.005507557652890682
206,0.34703125059604645,0.0051288967952132225
207,0.37566406428813937,0.004621407948434353
208,0.21980468630790712,0.0036402482073754072
209,0.206640625,0.005254596006125212
210,0.20136718600988388,0.004815664142370224
211,0.24476562291383744,0.0051391106098890305
212,0.18203124552965164,0.0059441253542900085
213,0.19363280683755874,0.005506955087184906
214,0.2778124943375587,0.005117423832416534
215,0.22597655802965164,0.004834088496863842
216,0.2159765601158142,0.004504873882979155
217,0.18433594107627868,0.004630367737263441
218,0.18433594107627868,0.004162165801972151
219,0.12667969092726708,0.004052994307130575
220,0.28183593675494195,0.004991219379007816
221,0.38921875059604644,0.003903748467564583
222,0.3561718761920929,0.0045816171914339066
223,0.3860546886920929,0.004249052610248327
224,0.3937890648841858,0.0048827254213392735
225,0.3633984386920929,0.004773763008415699
226,0.39187500178813933,0.003150705946609378
227,0.45617187172174456,0.00379609945230186
228,0.5878125071525574,0.0044000521302223206
229,0.5226171880960464,0.0038417442701756954
230,0.4465234369039536,0.004098653327673674
231,0.24039062559604646,0.004308187402784824
232,0.17097656428813934,0.0036032567732036114
233,0.24812500029802323,0.004128470551222563
234,0.17464843839406968,0.0035018608905375004
235,0.33507812172174456,0.0031072371639311314
236,0.3196093738079071,0.0044328924268484116
237,0.24863280951976777,0.004180145915597677
238,0.134765625,0.003938236739486456
239,0.24128906726837157,0.0029942267574369907
240,0.3453125059604645,0.003509853035211563
241,0.3319531321525574,0.004714807029813528
242,0.1428515672683716,0.005034053232520819
243,0.2052343785762787,0.004667026922106743
244,0.2407031238079071,0.004825254902243614
245,0.37074218690395355,0.004793901927769184
246,0.4191015690565109,0.004881391767412424
247,0.39800781905651095,0.005412377417087555
248,0.3375390663743019,0.004975263960659504
249,0.3004296883940697,0.004457113798707724
250,0.44753906428813933,0.00485434802249074
251,0.3741015627980232,0.005456131882965565
252,0.26937499940395354,0.005312757100909948
253,0.13371093571186066,0.004634971730411053
254,0.29890625178813934,0.005213354714214802
255,0.18398437798023223,0.00511473324149847
256,0.203828127682209,0.004978308919817209
257,0.142851559817791,0.004692354705184698
258,0.24617187231779097,0.004399559460580349
259,0.2844921827316284,0.004269985947757959
260,0.16640625,0.0035848887637257576
261,0.24355468451976775,0.0041253650560975075
262,0.19363281428813933,0.004046597518026829
263,0.33843750357627866,0.003924430347979069
264,0.53984375,0.004255231469869614
265,0.5452734358608723,0.004444174934178591
266,0.42207031026482583,0.004446395672857761
267,0.3918359339237213,0.004364926367998123
268,0.36249999701976776,0.004287045449018478
269,0.3113671839237213,0.004155987408012152
270,0.34546874165534974,0.004624936264008284
271,0.3553124934434891,0.004266220144927502
272,0.4366796910762787,0.0037260602694004774
273,0.427187505364418,0.0036833565682172775
274,0.3755078107118607,0.003575847949832678
275,0.5540625065565109,0.0032393857836723328
276,0.5864062547683716,0.003871121909469366
277,0.39609375,0.004607178270816803
278,0.3693749964237213,0.003973161801695824
279,0.27851562201976776,0.003738430794328451
280,0.26339843571186067,0.0036685399245470762
281,0.2700781226158142,0.0034864861518144608
282,0.1266796886920929,0.0033127961214631796
283,0.248828125,0.00414922833442688
284,0.3623437523841858,0.0035441755317151546
285,0.22632812559604645,0.003367804689332843
286,0.31156249940395353,0.0024663773365318775
287,0.28433593511581423,0.0027081926818937063
288,0.3305468738079071,0.0025002039037644863
289,0.27042968571186066,0.0021328735165297985
290,0.30382812321186065,0.002285641385242343
291,0.2083984360098839,0.001708484604023397
292,0.20382812470197678,0.0027154781855642796
293,0.15390624850988388,0.001898059039376676
294,0.2657031238079071,0.002319037914276123
295,0.2145703136920929,0.0020552061032503843
296,0.18644531369209288,0.0021963678300380707
297,0.1407421886920929,0.0033179004676640034
298,0.1799218773841858,0.0038408448453992605
299,0.2542578101158142,0.002480001887306571
300,0.2098046839237213,0.0020904643461108208
301,0.15585937201976777,0.004013362806290388
302,0.15585937201976777,0.002011866308748722
303,0.16304687559604644,0.0022365334443747997
304,0.2229687511920929,0.0020052650943398476
305,0.29359374940395355,0.001640155678614974
306,0.2864062458276749,0.0027308929711580276
307,0.24460937231779098,0.0026546146254986525
308,0.1500781238079071,0.002350164344534278
309,0.0876953125,0.002929212059825659
310,0.12125000357627869,0.0035796556621789932
311,0.34335937798023225,0.002860177308320999
312,0.34335937798023225,0.0026351928245276213
313,0.23562499955296518,0.0029547791928052902
314,0.2053906239569187,0.0026637078262865543
315,0.12261718884110451,0.0017009330913424492
316,0.1721875011920929,0.0035874624736607075
317,0.19117187559604645,0.003173729870468378
318,0.1774609364569187,0.0031961628701537848
319,0.1774609364569187,0.004017038270831108
320,0.13371093571186066,0.0029723867774009705
321,0.1721875011920929,0.0036642521154135466
322,0.1721875011920929,0.004694770090281963
323,0.14390625059604645,0.003418480046093464
324,0.12195312678813934,0.004102877341210842
325,0.12195312678813934,0.0026640379801392555
326,0.22703125327825546,0.003188890404999256
327,0.20066406577825546,0.0025673769414424896
328,0.1353125035762787,0.0030475787352770567
329,0.2168359413743019,0.002890857635065913
330,0.16640625149011612,0.0024744784459471703
331,0.2208984375,0.0026038417126983404
332,0.1606249988079071,0.002135778544470668
333,0.1557031273841858,0.0022086442913860083
334,0.3100000023841858,0.0030373260378837585
335,0.2409375011920929,0.0021745585836470127
336,0.21000000238418579,0.0034299022518098354
337,0.05570312738418579,0.0029463625978678465
338,0.13687500059604646,0.002532056299969554
339,0.2331640601158142,0.0027341076638549566
340,0.22578125,0.001969977281987667
341,0.17078125178813935,0.002622496336698532
342,0.09082031548023224,0.002643602667376399
343,0.08433593809604645,0.001589044346474111
344,0.09539062529802322,0.0012495260452851653
345,0.07624999731779099,0.0015932265669107437
346,0.07624999731779099,0.0012016644468531013
347,0.06519531011581421,0.0010822503827512264
348,0.06519531011581421,0.0011002261890098453
349,0.0,0.00046394456876441836
350,0.0,0.001118368934839964
351,0.0,0.0022655432112514973
352,0.0,0.0020537793170660734
353,0.0,0.0013534550089389086
354,0.0,0.0013885784428566694
355,0.0,0.0015691317385062575
356,0.0,0.0009173857397399843
357,0.0,0.00043024757178500295
358,0.0,0.0006129267858341336
359,0.0,0.000729772902559489
360,0.04164062440395355,0.0013828754890710115
361,0.04164062440395355,0.0023319777101278305
362,0.04164062440395355,0.0036841239780187607
363,0.0,0.002050301991403103
364,0.045156249403953554,0.002617737278342247
365,0.045156249403953554,0.0018427921459078789
366,0.045156249403953554,0.001783410320058465
367,0.0,0.0014713290147483349
368,0.0,0.003703202586621046
369,0.11156250238418579,0.002621440216898918
370,0.39253906309604647,0.002651672577485442
371,0.45421874821186065,0.0023362822830677032
372,0.37796874940395353,0.0017550487536936998
373,0.24878906309604645,0.002478312700986862
374,0.260546875,0.002409704029560089
375,0.416093747317791,0.0025174084585160017
376,0.5676171839237213,0.0020720369648188353
377,0.4516015611588955,0.0024077638518065214
378,0.46566406115889547,0.0036845847498625517
379,0.60625,0.002571969060227275
380,0.6698828130960465,0.0022464939393103123
381,0.5923828110098839,0.002272022422403097
382,0.6725390553474426,0.0019878456369042397
383,0.4667578101158142,0.0020279232412576675
384,0.34847656190395354,0.002427209634333849
385,0.23667968362569808,0.002092026174068451
386,0.3724999979138374,0.0018147671362385154
387,0.5433203101158142,0.001895009889267385
388,0.4654687464237213,0.0018176920711994171
389,0.3869140625,0.0016388462390750647
390,0.47796874716877935,0.0018222155049443245
391,0.589218757301569,0.0018950033700093627
392,0.6811328172683716,0.0016107138944789767
393,0.602929699420929,0.001316482899710536
394,0.7489843666553497,0.0026603422593325377
395,0.7524999976158142,0.002249758457764983
396,0.6431640565395356,0.0030592679977416992
397,0.5633984386920929,0.002638991689309478
398,0.4976562514901161,0.003579697571694851
399,0.518203130364418,0.0025270243640989065
400,0.6283984392881393,0.0019838938023895025
401,0.6233203113079071,0.0019073085859417915
402,0.47269531190395353,0.0014655342092737556
403,0.38410156071186063,0.0019039580365642905
404,0.44054687321186065,0.0015674552414566278
405,0.5275390565395355,0.0015044789761304855
406,0.4834374964237213,0.0012045188341289759
407,0.45847656577825546,0.0015995053108781576
408,0.49800781458616256,0.001691262237727642
409,0.4431640625,0.0018943225732073188
410,0.3869140654802322,0.0018284957623109221
411,0.33035157024860384,0.0011280246544629335
412,0.28519531786441804,0.0024492735974490643
413,0.1922265663743019,0.0014056488871574402
414,0.3062890604138374,0.001954869832843542
415,0.5199999928474426,0.002070845803245902
416,0.5641015559434891,0.0016185641288757324
417,0.2700781270861626,0.0014500187244266272
418,0.2363281235098839,0.0015735412016510963
419,0.19222656041383743,0.0017964442959055305
420,0.20152343511581422,0.0020137066021561623
421,0.14195312261581422,0.0032031170558184385
422,0.17570312097668647,0.002627816516906023
423,0.2665624938905239,0.0015351406764239073
424,0.237578122317791,0.0018530823290348053
425,0.3217578113079071,0.0018032104708254337
426,0.1686718761920929,0.0014465333661064506
427,0.2419531226158142,0.0016530822031199932
428,0.3169921860098839,0.002125132828950882
429,0.28640625029802325,0.0021268343552947044
430,0.2930859372019768,0.0017461618408560753
431,0.3772656247019768,0.002162246499210596
432,0.45898437276482584,0.0021843216381967068
433,0.26917968317866325,0.0019964228849858046
434,0.30749999582767484,0.001795093878172338
435,0.556874991953373,0.0020952518098056316
436,0.41453124284744264,0.0014629887882620096
437,0.41453124284744264,0.0012646771501749754
438,0.34085937440395353,0.0018184676300734282
439,0.7862500011920929,0.0014442255487665534
440,0.5656640514731407,0.002211923711001873
441,0.6298046842217445,0.0015035844407975674
442,0.5881640627980232,0.0014250881504267454
443,0.3633984386920929,0.0019849573727697134
444,0.42964843809604647,0.0014857947826385498
445,0.449648442864418,0.0021557281725108624
446,0.4612500071525574,0.0016933748265728354
447,0.4755078166723251,0.0013574007898569107
448,0.4032812476158142,0.0010878051398321986
449,0.4275390595197678,0.001298526651225984
450,0.30523437559604644,0.0015048456843942404
451,0.3484765589237213,0.0015742762479931116
452,0.2446093738079071,0.0016434526769444346
453,0.2344140589237213,0.001310326624661684
454,0.16585937440395354,0.001515340292826295
455,0.15003906488418578,0.0013452023267745972
456,0.14265625476837157,0.0048982203006744385
457,0.25742187798023225,0.0018170487601310015
458,0.28941406309604645,0.0013810325181111693
459,0.2184374988079071,0.001000576070509851
460,0.14882812649011612,0.0011750146513804793
461,0.1430078163743019,0.0008093310752883554
462,0.1698828175663948,0.0027129098307341337
463,0.17515625357627868,0.0014859512448310852
464,0.14687500298023223,0.0011138664558529854
465,0.13125000149011612,0.0008690297836437821
466,0.1978515639901161,0.001990658463910222
467,0.1488281235098839,0.0019508249824866652
468,0.30859375,0.001355316722765565
469,0.25972656309604647,0.0012369113974273205
470,0.25972656309604647,0.0010701376013457775
471,0.0606249988079071,0.0014166192850098014
472,0.06519531011581421,0.0012346893781796098
473,0.16851561963558198,0.0013864475768059492
474,0.252499994635582,0.0019366873893886805
475,0.296249994635582,0.0019535876344889402
476,0.1577734351158142,0.001996816135942936
477,0.2017187476158142,0.0016638602828606963
478,0.1579687476158142,0.0013140722876414657
479,0.1219531238079071,0.0010719597339630127
480,0.011406250298023224,0.0011840409133583307
481,0.1470703139901161,0.0014206883497536182
482,0.1470703139901161,0.0014083245769143105
483,0.0962890625,0.0021147557999938726
484,0.02265625,0.002818821696564555
485,0.0,0.001575167290866375
486,0.036367186903953554,0.0014482717961072922
487,0.046367187052965164,0.0013644264545291662
488,0.046367187052965164,0.0014489989262074232
489,0.010000000149011612,0.0015239964704960585
490,0.10296874940395355,0.001970510696992278
491,0.10296874940395355,0.0016122212400659919
492,0.10296874940395355,0.0013424211647361517
493,0.03460937440395355,0.001243663253262639
494,0.08171874880790711,0.000980444485321641
495,0.2586718738079071,0.0013681817799806595
496,0.2586718738079071,0.0020811371505260468
497,0.1727343738079071,0.002801269292831421
498,0.30996093451976775,0.0014715851284563541
499,0.25988281071186065,0.0014921267284080386
