#{"t_start": 1765568735.843926, "env_id": "None"}
r,l,t
0.0,576,7.924593
0.0,576,15.785439
1.0,262,18.181208
0.0,576,26.039326
1.0,264,31.041541
1.0,176,32.646072
1.0,229,37.322348
1.0,161,38.786726
1.0,205,40.654533
1.0,257,45.585755
1.0,137,46.831887
1.0,92,47.665471
1.0,103,51.199946
1.0,120,52.285858
1.0,140,53.557137
1.0,142,54.847608
1.0,90,58.242913
1.0,73,58.905735
1.0,118,59.979851
1.0,55,60.476396
1.0,84,61.231771
1.0,76,61.923281
1.0,79,62.639396
1.0,100,66.119648
1.0,59,66.659095
1.0,110,67.661909
1.0,58,68.19024
1.0,65,68.779432
1.0,58,69.309682
1.0,46,69.726571
1.0,74,72.990592
1.0,47,73.41886
1.0,55,73.918991
1.0,36,74.250412
1.0,47,74.676444
1.0,40,75.040326
1.0,55,75.54699
1.0,92,76.385521
1.0,79,77.1105
1.0,60,80.249236
1.0,52,80.727071
1.0,39,81.081975
1.0,73,81.751542
1.0,52,82.223457
1.0,59,82.760198
1.0,46,83.185218
1.0,52,83.658796
1.0,43,84.050852
1.0,35,84.382881
1.0,64,87.563472
1.0,32,87.855732
1.0,33,88.156213
1.0,43,88.54801
1.0,27,88.795931
1.0,40,89.164726
1.0,70,89.804178
1.0,31,90.090731
1.0,34,90.402322
1.0,59,90.940367
1.0,37,91.276772
1.0,32,91.573823
