#{"t_start": 1765568735.84212, "env_id": "None"}
r,l,t
0.0,576,7.915619
0.0,576,15.778562
0.0,576,23.646517
1.0,347,29.40813
1.0,114,30.44932
1.0,155,31.858262
1.0,278,36.982164
1.0,246,39.223853
1.0,254,44.126209
1.0,114,45.158095
1.0,104,46.108681
1.0,81,46.846601
1.0,109,47.840483
1.0,97,51.313994
1.0,54,51.80255
1.0,110,52.804062
1.0,119,53.885779
1.0,93,54.726627
1.0,86,55.50926
1.0,98,58.973865
1.0,77,59.669655
1.0,61,60.228684
1.0,75,60.903824
1.0,64,61.485898
1.0,69,62.109521
1.0,97,65.56437
1.0,67,66.170573
1.0,112,67.192986
1.0,66,67.795542
1.0,137,69.043633
1.0,112,72.644696
1.0,52,73.123692
1.0,89,73.933778
1.0,96,74.808741
1.0,119,75.899214
1.0,40,76.263719
1.0,58,76.796824
1.0,80,80.11723
1.0,31,80.399491
1.0,48,80.840614
1.0,44,81.24238
1.0,39,81.596719
1.0,42,81.983396
1.0,39,82.337864
1.0,44,82.738249
1.0,59,83.28188
1.0,48,83.719686
1.0,49,84.165606
1.0,40,84.55582
1.0,39,87.48969
1.0,32,87.787373
1.0,35,88.105637
1.0,30,88.379678
1.0,25,88.60745
1.0,33,88.914254
1.0,64,89.499685
1.0,39,89.855199
1.0,39,90.215974
1.0,31,90.498019
1.0,48,90.935688
1.0,37,91.272043
1.0,46,91.697547
