#{"t_start": 1765568735.8432705, "env_id": "None"}
r,l,t
0.0,576,7.921169
1.0,446,11.994327
1.0,269,17.051482
1.0,385,23.171272
1.0,434,29.728112
1.0,63,30.306522
1.0,280,32.853175
1.0,226,37.501873
1.0,336,40.562001
1.0,124,44.28269
1.0,88,45.078831
1.0,95,45.947985
1.0,111,46.957897
1.0,62,47.520241
1.0,116,51.170465
1.0,75,51.850188
1.0,96,52.724995
1.0,91,53.54629
1.0,169,55.087225
1.0,104,58.604047
1.0,60,59.148005
1.0,60,59.690288
1.0,72,60.349046
1.0,70,60.979108
1.0,87,61.768345
1.0,107,62.736219
1.0,116,66.364748
1.0,90,67.185888
1.0,44,67.58546
1.0,60,68.133857
1.0,78,68.842386
1.0,72,69.498372
1.0,84,72.85326
1.0,62,73.416982
1.0,49,73.862206
1.0,48,74.303696
1.0,45,74.711601
1.0,60,75.258861
1.0,145,76.584143
1.0,56,77.099671
1.0,53,80.17478
1.0,38,80.524472
1.0,39,80.880751
1.0,56,81.390687
1.0,52,81.866991
1.0,50,82.321955
1.0,45,82.731177
1.0,71,83.384736
1.0,47,83.813529
1.0,53,84.300655
1.0,42,87.283876
1.0,35,87.608037
1.0,36,87.935357
1.0,51,88.400989
1.0,58,88.935008
1.0,27,89.181792
1.0,31,89.465518
1.0,31,89.747371
1.0,44,90.154142
1.0,92,90.993175
1.0,32,91.284741
1.0,43,91.681044
