#{"t_start": 1765568735.8413398, "env_id": "None"}
r,l,t
0.0,576,7.913282
0.0,576,15.776706
0.0,576,23.644691
1.0,394,29.833503
1.0,133,31.045945
1.0,285,33.63925
1.0,317,39.12185
1.0,101,40.035835
1.0,125,43.76645
1.0,58,44.297519
1.0,101,45.211969
1.0,92,46.052451
1.0,105,47.009142
1.0,149,50.953853
1.0,67,51.56545
1.0,101,52.486405
1.0,109,53.470208
1.0,156,54.892886
1.0,57,55.407598
1.0,120,59.071646
1.0,66,59.667895
1.0,51,60.136922
1.0,59,60.668496
1.0,83,61.420936
1.0,38,61.764204
1.0,84,62.522247
1.0,51,65.562585
1.0,45,65.969546
1.0,85,66.745211
1.0,44,67.145161
1.0,180,68.783937
1.0,86,69.567697
1.0,73,72.821358
1.0,89,73.631011
1.0,81,74.373819
1.0,77,75.071942
1.0,60,75.624107
1.0,60,76.171675
1.0,62,76.741072
1.0,49,77.18721
1.0,60,80.326071
1.0,65,80.922021
1.0,78,81.631719
1.0,43,82.027772
1.0,88,82.828476
1.0,38,83.179201
1.0,62,83.746658
1.0,71,84.406528
1.0,44,87.398052
1.0,33,87.704418
1.0,34,88.014219
1.0,35,88.332181
1.0,55,88.839854
1.0,64,89.423779
1.0,61,89.980874
1.0,70,90.624347
1.0,27,90.869209
1.0,34,91.18028
1.0,42,91.568314
