#{"t_start": 1765568735.8426085, "env_id": "None"}
r,l,t
1.0,429,3.975808
0.0,576,11.837078
1.0,143,15.742219
1.0,289,18.394902
0.0,576,26.247722
1.0,91,29.671588
1.0,168,31.207397
1.0,170,32.752071
1.0,331,38.356763
1.0,146,39.687126
1.0,117,40.752355
1.0,107,44.318802
1.0,94,45.168664
1.0,111,46.181904
1.0,127,47.336709
1.0,217,51.90336
1.0,90,52.723112
1.0,102,53.65066
1.0,169,55.184603
1.0,42,55.565114
1.0,63,58.714402
1.0,50,59.164847
1.0,78,59.869044
1.0,53,60.357195
1.0,87,61.139962
1.0,54,61.631269
1.0,65,62.218083
1.0,72,65.446423
1.0,106,66.411044
1.0,84,67.174945
1.0,111,68.187051
1.0,58,68.713253
1.0,48,69.153352
1.0,107,72.710212
1.0,37,73.051735
1.0,89,73.860331
1.0,63,74.438733
1.0,42,74.81915
1.0,52,75.293611
1.0,62,75.863743
1.0,106,76.834706
1.0,99,80.328924
1.0,58,80.860036
1.0,133,82.075656
1.0,47,82.50313
1.0,51,82.967036
1.0,46,83.393335
1.0,37,83.730588
1.0,49,84.17601
1.0,51,87.245381
1.0,31,87.532418
1.0,29,87.797773
1.0,44,88.198702
1.0,33,88.499172
1.0,30,88.772134
1.0,28,89.03433
1.0,47,89.463656
1.0,29,89.72718
1.0,58,90.263026
1.0,32,90.553198
1.0,35,90.871955
1.0,75,91.561178
