#{"t_start": 1765565358.3303146, "env_id": "None"}
r,l,t
0.0,576,4.185519
0.139062,551,6.745592
0.126562,559,9.296917
0.234375,490,11.347909
0.7875,136,11.732692
0.66875,212,12.356153
0.828125,110,13.334219
0.75,160,13.771489
0.348437,417,15.568347
0.45,352,16.533184
0.126562,559,19.36208
0.5875,264,20.088891
0.796875,130,20.442375
0.56875,276,21.846143
0.782813,139,22.232062
0.798438,129,22.583531
0.598437,257,23.934862
0.670313,211,24.512486
0.723437,177,25.645983
0.70625,188,26.163727
0.835938,105,26.449129
0.79375,132,26.808813
0.8125,120,27.787069
0.754687,157,28.21557
0.840625,102,28.493392
0.746875,162,29.584593
0.840625,102,29.868824
0.814063,119,30.195413
0.840625,102,30.473599
0.779687,141,30.857238
0.775,144,31.906258
0.801562,127,32.25224
0.875,80,32.475371
0.8375,104,32.757783
0.884375,74,32.959359
0.8125,120,33.943563
0.93125,44,34.063611
0.904687,61,34.230029
0.928125,46,34.355122
0.759375,154,34.777864
0.94375,36,34.876261
0.939063,39,34.986217
0.853125,94,35.89329
0.923438,49,36.027369
0.914062,55,36.17759
0.928125,46,36.309119
0.882812,75,36.513112
0.871875,82,36.736221
0.910937,57,36.891558
0.914062,55,37.040218
0.925,48,37.827365
0.895312,67,38.009498
0.840625,102,38.287124
0.926562,47,38.415612
0.921875,50,38.552122
0.91875,52,38.693639
0.934375,42,38.809663
0.934375,42,38.928271
0.91875,52,39.069778
0.926562,47,39.84769
0.923438,49,39.981662
0.957812,27,40.055159
0.934375,42,40.174362
0.90625,60,40.337759
0.929688,45,40.460491
0.932813,43,40.577644
0.903125,62,40.746384
0.876563,79,40.96208
0.939063,39,41.06819
0.917188,53,41.212688
0.939063,39,41.966818
0.942187,37,42.068127
0.917188,53,42.212225
0.928125,46,42.338371
0.942187,37,42.439792
0.942187,37,42.541601
0.929688,45,42.667071
0.934375,42,42.782625
0.948438,33,42.872742
0.909375,58,43.031587
0.929688,45,43.154239
0.914062,55,43.954708
0.923438,49,44.089106
0.921875,50,44.225364
0.951562,31,44.310855
0.926562,47,44.438749
0.910937,57,44.594499
0.9375,40,44.704321
0.946875,34,44.797247
0.925,48,44.928127
0.95,32,45.015981
0.895312,67,45.199191
0.935937,41,45.31546
0.957812,27,46.037218
0.942187,37,46.138341
0.95,32,46.226099
0.95625,28,46.30275
0.925,48,46.434819
0.921875,50,46.576452
0.94375,36,46.675235
0.926562,47,46.802796
0.945312,35,46.898777
0.95,32,46.986946
0.932813,43,47.104898
0.945312,35,47.200502
0.940625,38,47.30492
0.948438,33,48.047952
0.948438,33,48.141705
0.932813,43,48.260281
0.934375,42,48.390709
0.954688,29,48.471355
0.940625,38,48.586594
0.935937,41,48.700358
0.945312,35,48.796772
0.95,32,48.884692
0.957812,27,48.959198
0.926562,47,49.087627
0.942187,37,49.189553
0.948438,33,49.279601
0.951562,31,49.365549
0.940625,38,49.477409
0.953125,30,50.211776
0.940625,38,50.315973
0.954688,29,50.395925
0.948438,33,50.48682
0.959375,26,50.558474
0.948438,33,50.649025
0.832812,107,50.942496
0.948438,33,51.035192
0.945312,35,51.132618
0.959375,26,51.204291
0.957812,27,51.278157
0.945312,35,51.374599
0.935937,41,51.487113
0.954688,29,52.213936
0.940625,38,52.324261
0.954688,29,52.404444
0.951562,31,52.489685
0.954688,29,52.569602
0.946875,34,52.662767
0.953125,30,52.745379
0.957812,27,52.819868
0.957812,27,52.894429
0.926562,47,53.023093
0.945312,35,53.119268
0.953125,30,53.202098
0.934375,42,53.316613
0.928125,46,53.443055
0.948438,33,53.534029
