#{"t_start": 1765565412.61667, "env_id": "None"}
r,l,t
0.209375,506,2.502566
0.507812,315,5.478686
0.476562,335,8.541836
0.45625,348,10.226102
0.0,576,15.625929
0.0,576,19.708831
0.0,576,23.793818
0.0,576,27.878795
0.0,576,32.042265
0.0,576,36.313607
0.0,576,40.473845
0.0,576,44.690382
0.389062,391,47.899631
0.0,576,51.976671
0.4125,376,55.09012
0.0,576,59.171044
0.514062,311,61.973182
0.828125,110,62.503741
0.85,96,62.97001
0.60625,252,65.486106
0.854688,93,65.947624
0.782813,139,66.627526
0.8125,120,67.207872
0.798438,129,69.206806
0.907813,59,69.489429
0.871875,82,69.880665
0.665625,214,70.908998
0.678125,206,73.239092
0.882812,75,73.595864
0.853125,94,74.052257
0.90625,60,74.341834
0.90625,60,74.63075
0.896875,66,74.947393
0.85625,92,76.69817
0.920312,51,76.943085
0.88125,76,77.308388
0.925,48,77.538546
0.910937,57,77.817481
0.873437,81,78.206873
0.932813,43,78.41202
0.915625,54,78.672057
0.9375,40,78.863439
0.948438,33,80.336045
0.953125,30,80.480781
0.934375,42,80.683794
0.935937,41,80.880791
0.925,48,81.112865
0.901563,63,81.416662
0.953125,30,81.566904
0.920312,51,81.813358
0.923438,49,82.050453
0.915625,54,82.311108
0.946875,34,82.475246
0.928125,46,82.697312
0.921875,50,84.241987
0.946875,34,84.40538
0.95625,28,84.541672
0.945312,35,84.709689
0.942187,37,84.888013
0.879687,77,85.26063
0.942187,37,85.445528
0.9375,40,85.638111
0.91875,52,85.889095
0.923438,49,86.126052
0.9375,40,86.319202
0.95,32,86.472837
0.871875,82,88.174973
0.94375,36,88.34864
0.95,32,88.50378
0.95,32,88.658633
0.95625,28,88.793627
0.928125,46,89.016538
0.946875,34,89.182055
0.94375,36,89.360602
0.946875,34,89.524951
0.934375,42,89.727473
0.953125,30,89.873122
0.953125,30,90.017696
0.939063,39,90.206004
0.948438,33,91.663578
0.825,112,92.213155
0.951562,31,92.362131
0.957812,27,92.493403
0.898438,65,92.808847
0.953125,30,92.953795
0.945312,35,93.129375
0.946875,34,93.294044
0.948438,33,93.454028
0.948438,33,93.612914
0.95625,28,93.749352
0.94375,36,93.923866
0.959375,26,94.050314
