#{"t_start": 1765941717.3577075, "env_id": "None"}
r,l,t
0.0,1936,57.57168
0.0,1936,97.326113
0.0,1936,137.281253
0.0,1936,192.858703
0.0,1936,249.430288
0.0,1936,302.871526
0.0,1936,359.640825
0.0,1936,416.524301
0.0,1936,472.389528
1.0,1569,518.328567
0.0,1936,575.028278
1.0,360,585.592937
1.0,385,597.09472
1.0,78,599.66097
1.0,68,601.501806
1.0,73,604.018692
1.0,763,622.916692
1.0,71,625.088871
1.0,67,626.999232
1.0,53,628.434554
1.0,63,630.340645
1.0,49,631.780102
1.0,59,633.595632
1.0,41,634.793841
1.0,41,635.99289
1.0,41,637.272328
1.0,42,638.464728
1.0,40,639.667116
1.0,41,640.825209
1.0,42,642.047076
1.0,39,643.315837
1.0,40,644.476382
1.0,39,645.540873
1.0,39,646.825382
1.0,40,647.859119
1.0,39,649.174656
1.0,39,650.172391
1.0,39,651.445826
1.0,39,652.485822
1.0,39,653.814229
1.0,39,654.807108
1.0,39,655.941943
1.0,39,657.113578
1.0,39,658.246912
1.0,39,659.381611
1.0,45,660.858685
1.0,39,661.839801
1.0,39,662.969484
1.0,39,664.128003
1.0,39,665.265005
1.0,39,666.424543
1.0,39,667.549606
1.0,39,668.709682
1.0,39,669.845484
1.0,39,671.011988
1.0,39,672.058342
1.0,39,673.176439
1.0,39,674.41077
1.0,39,675.464247
1.0,39,676.750813
1.0,39,677.783233
1.0,39,679.075809
1.0,39,680.085487
1.0,39,681.110548
1.0,39,682.372914
1.0,39,683.398459
1.0,39,684.670377
1.0,39,685.711135
1.0,39,686.972887
1.0,39,688.019768
1.0,39,689.290996
1.0,39,690.443938
1.0,39,691.508045
1.0,39,692.767099
1.0,39,693.819509
1.0,39,695.150416
1.0,39,696.149753
1.0,39,697.461531
1.0,39,698.614244
1.0,39,699.691433
1.0,39,701.004226
1.0,39,702.011746
1.0,39,703.323563
1.0,39,704.33743
1.0,39,705.647501
1.0,39,706.749459
1.0,39,708.046141
1.0,39,709.166667
1.0,39,710.225771
1.0,39,711.513726
1.0,39,712.684197
1.0,39,713.860674
1.0,39,715.057869
1.0,39,716.363519
1.0,39,717.384339
1.0,39,718.470125
1.0,39,719.688216
1.0,39,720.834036
1.0,39,722.111986
1.0,39,723.22198
1.0,39,724.535161
1.0,39,725.559581
1.0,39,726.857763
1.0,39,727.877522
1.0,39,728.881006
1.0,39,730.130173
1.0,39,731.111476
1.0,39,732.407853
1.0,39,733.396369
1.0,78,735.835708
1.0,47,737.207589
1.0,113,740.706099
1.0,746,761.418187
1.0,47,762.754638
1.0,39,763.728709
1.0,42,765.087436
1.0,39,766.054642
1.0,39,767.398006
1.0,41,768.427539
1.0,39,769.740715
1.0,39,770.782658
1.0,39,771.920254
1.0,39,773.200866
1.0,40,774.286855
1.0,39,775.595285
1.0,39,776.616882
1.0,58,778.417061
1.0,39,779.559139
1.0,39,780.742038
1.0,39,781.868088
1.0,74,784.111565
1.0,95,786.910515
1.0,39,787.913872
1.0,39,789.240909
1.0,39,790.238633
1.0,50,791.779808
1.0,39,792.952887
1.0,39,794.068302
1.0,39,795.132159
1.0,39,796.40345
1.0,39,797.441593
1.0,39,798.700559
1.0,52,800.196259
1.0,39,801.267365
1.0,40,802.616033
1.0,43,804.003542
1.0,55,805.4602
1.0,39,806.789032
1.0,39,807.742273
1.0,39,808.88431
1.0,39,810.053674
1.0,39,811.187145
1.0,39,812.333868
1.0,42,813.367636
1.0,40,814.692835
1.0,40,815.696459
1.0,39,816.853544
1.0,39,817.955261
1.0,39,819.156971
1.0,39,820.267377
1.0,39,821.476117
1.0,39,822.573886
1.0,39,823.549154
1.0,39,824.591704
1.0,39,825.560189
1.0,39,826.8189
1.0,39,827.845182
1.0,39,829.127583
1.0,39,830.14469
1.0,39,831.181504
1.0,39,832.446323
1.0,39,833.47013
1.0,39,834.749338
1.0,39,835.921618
1.0,39,837.082237
1.0,39,838.261875
1.0,39,839.533751
1.0,39,840.556305
1.0,39,841.601142
1.0,39,842.887863
1.0,39,843.925887
1.0,39,845.19565
1.0,39,846.251102
1.0,39,847.526867
1.0,39,848.602668
1.0,39,849.726432
1.0,39,850.928254
1.0,39,852.057905
1.0,39,853.134897
1.0,39,854.290397
1.0,39,855.436131
1.0,39,856.509413
1.0,39,857.757948
1.0,39,858.810861
1.0,39,859.935737
1.0,39,861.240806
1.0,39,862.276012
1.0,39,863.478903
1.0,39,864.573423
1.0,39,865.821236
1.0,39,866.896569
1.0,39,867.856064
1.0,39,869.167492
1.0,39,870.158281
1.0,40,871.428734
1.0,39,872.485679
1.0,39,873.770263
1.0,39,874.757796
1.0,39,876.05509
1.0,39,877.073125
1.0,39,878.106252
1.0,39,879.39984
1.0,39,880.555968
1.0,39,881.837211
1.0,39,882.964903
1.0,39,884.2568
1.0,39,885.295341
1.0,39,886.630733
1.0,39,887.70642
1.0,39,888.841932
1.0,39,889.935514
1.0,39,891.081454
1.0,39,892.273712
1.0,39,893.436145
1.0,39,894.685944
1.0,39,895.759972
1.0,39,896.786634
1.0,39,898.073668
1.0,39,899.210476
1.0,39,900.380041
1.0,39,901.547846
1.0,39,902.645376
1.0,39,903.774299
1.0,39,904.944048
1.0,39,906.089737
1.0,39,907.143386
1.0,39,908.411529
1.0,39,909.437595
1.0,39,910.620988
1.0,39,911.720247
1.0,39,912.809695
1.0,39,913.999739
1.0,39,914.977198
1.0,39,916.241797
1.0,39,917.308536
1.0,39,918.631896
1.0,39,919.611594
1.0,39,920.872048
1.0,39,921.866972
1.0,39,923.17144
1.0,39,924.160851
1.0,39,924.954144
1.0,39,926.35205
1.0,39,927.507906
1.0,39,928.901637
1.0,39,929.842659
1.0,39,931.196011
1.0,39,932.365258
1.0,39,933.544527
1.0,39,934.909678
1.0,39,935.793133
1.0,39,937.165455
1.0,39,938.327124
1.0,40,939.692377
1.0,39,940.515243
1.0,39,941.940112
1.0,39,943.124084
1.0,39,944.259091
1.0,39,945.468909
1.0,39,946.139726
1.0,39,946.914512
1.0,39,947.593058
1.0,39,948.357011
1.0,39,949.019144
1.0,39,949.786784
1.0,39,950.46228
1.0,39,951.140454
1.0,39,952.174475
1.0,39,953.197345
1.0,39,954.508479
1.0,39,955.486379
1.0,39,956.760335
1.0,39,957.778988
1.0,39,958.846821
1.0,39,960.101273
1.0,39,961.238597
1.0,39,962.410546
1.0,39,963.598673
1.0,39,964.913579
1.0,39,965.952833
1.0,39,967.299276
1.0,39,968.25866
1.0,39,969.276572
1.0,39,970.55608
1.0,39,971.634505
1.0,39,972.850976
1.0,39,973.989305
1.0,39,975.238354
1.0,39,976.355663
1.0,39,977.32701
1.0,39,978.665997
1.0,39,979.714643
1.0,39,980.958745
1.0,39,981.951434
1.0,39,983.263735
1.0,39,984.284728
1.0,39,985.593527
1.0,39,986.638361
1.0,39,987.768834
1.0,39,988.836437
1.0,39,989.88573
1.0,39,991.133578
1.0,39,992.200526
1.0,39,993.446191
1.0,39,994.494234
1.0,39,995.621094
1.0,39,996.723398
1.0,39,997.846195
1.0,39,999.029244
1.0,39,1000.211676
1.0,39,1001.443215
1.0,39,1002.530761
1.0,39,1003.719025
1.0,39,1004.845785
1.0,39,1005.822602
1.0,39,1007.154807
1.0,39,1008.206912
1.0,39,1009.468192
1.0,39,1010.534168
1.0,39,1011.784351
1.0,39,1012.874765
1.0,39,1013.95737
1.0,39,1015.14519
1.0,39,1016.239628
1.0,39,1017.533624
1.0,39,1018.592016
1.0,39,1019.906093
1.0,39,1020.869178
1.0,39,1022.149665
1.0,39,1023.181708
1.0,39,1024.202586
1.0,39,1025.477491
1.0,39,1026.539301
1.0,39,1027.839944
1.0,39,1028.9939
1.0,39,1030.144495
1.0,39,1031.29672
1.0,39,1032.363039
1.0,39,1033.617239
1.0,39,1034.657252
1.0,39,1035.990764
1.0,69,1037.940979
1.0,118,1041.308891
1.0,67,1043.374937
1.0,39,1044.304928
1.0,39,1045.368718
1.0,39,1046.355946
1.0,39,1047.389388
1.0,39,1048.674677
1.0,39,1049.720705
1.0,39,1050.974316
1.0,39,1052.059221
1.0,39,1053.278239
1.0,39,1054.419177
1.0,39,1055.489068
1.0,39,1056.750029
1.0,39,1057.802515
1.0,39,1059.065644
1.0,39,1060.088262
1.0,39,1061.29499
1.0,39,1062.379341
1.0,39,1063.473151
1.0,39,1064.65554
1.0,39,1065.64812
1.0,39,1066.92927
1.0,39,1067.916813
1.0,39,1069.200841
1.0,39,1070.231069
1.0,39,1071.549856
1.0,39,1072.541464
1.0,39,1073.673751
1.0,39,1074.837603
1.0,39,1076.033857
1.0,39,1077.324695
1.0,39,1078.358663
1.0,39,1079.679606
1.0,39,1080.683236
1.0,39,1081.988829
1.0,39,1083.094403
1.0,39,1084.168708
1.0,39,1085.459528
1.0,39,1086.477098
1.0,39,1087.780341
1.0,39,1088.898376
1.0,39,1090.089774
1.0,39,1091.223089
1.0,39,1092.290905
1.0,39,1093.545912
1.0,39,1094.595341
1.0,39,1095.773983
1.0,39,1096.893811
1.0,39,1097.985423
1.0,39,1099.110602
1.0,39,1100.284002
1.0,39,1101.42059
1.0,39,1102.493435
1.0,39,1103.797297
1.0,39,1104.811821
1.0,39,1106.117783
1.0,39,1107.267077
1.0,39,1108.434185
1.0,39,1109.568715
1.0,39,1110.63084
1.0,39,1111.947684
1.0,39,1112.949625
1.0,39,1114.262894
1.0,39,1115.32415
1.0,39,1116.674526
1.0,39,1117.780388
1.0,39,1118.875185
1.0,39,1120.0001
1.0,39,1121.071075
1.0,39,1122.377467
1.0,39,1123.453426
1.0,39,1124.719346
1.0,39,1125.772468
1.0,39,1127.037552
1.0,39,1128.084713
1.0,39,1129.209709
1.0,39,1130.374305
1.0,39,1131.513299
1.0,39,1132.815722
1.0,39,1133.83891
1.0,39,1135.074964
1.0,39,1136.118571
1.0,39,1137.414299
1.0,39,1138.421537
1.0,39,1139.39239
1.0,75,1141.67097
1.0,1103,1173.87494
1.0,74,1176.129399
1.0,64,1178.08083
1.0,58,1179.591242
1.0,39,1180.899175
1.0,40,1181.890103
1.0,39,1183.107475
1.0,40,1184.204541
1.0,39,1185.535561
1.0,39,1186.540655
1.0,39,1187.683662
1.0,39,1188.849122
1.0,40,1190.005365
1.0,39,1191.13353
1.0,39,1192.19682
1.0,39,1193.456283
1.0,39,1194.507555
1.0,40,1195.785692
1.0,40,1196.889707
1.0,39,1198.204312
1.0,39,1199.333559
1.0,39,1200.298533
1.0,39,1201.610213
1.0,39,1202.616297
1.0,39,1203.90218
1.0,39,1204.880067
1.0,39,1206.212904
1.0,39,1207.188248
1.0,39,1208.517858
1.0,39,1209.475576
1.0,39,1210.528674
1.0,39,1211.766391
1.0,39,1212.766217
1.0,39,1214.075988
1.0,39,1215.086167
1.0,39,1216.411005
1.0,39,1217.504168
1.0,39,1218.634074
1.0,39,1219.732568
1.0,39,1220.92757
1.0,39,1222.129559
1.0,39,1223.25237
1.0,39,1224.560866
1.0,39,1225.594725
1.0,40,1226.896037
1.0,41,1227.969687
1.0,41,1229.324913
1.0,42,1230.372394
1.0,44,1231.795807
1.0,42,1233.133039
1.0,51,1234.525826
1.0,42,1235.907319
1.0,40,1236.900299
1.0,39,1238.028967
1.0,39,1239.172046
1.0,39,1240.156641
1.0,39,1241.461768
1.0,39,1242.535314
1.0,39,1243.786456
1.0,43,1244.897214
1.0,39,1246.170394
1.0,41,1247.246535
1.0,39,1248.527532
1.0,39,1249.677681
1.0,39,1250.850241
1.0,39,1251.972678
1.0,40,1253.148862
1.0,41,1254.358421
1.0,39,1255.459866
1.0,39,1256.455824
1.0,40,1257.721575
1.0,39,1258.898825
1.0,39,1260.037009
1.0,39,1261.420215
1.0,39,1262.225992
1.0,39,1263.64634
1.0,39,1264.818588
1.0,40,1266.227798
1.0,39,1267.171994
1.0,39,1268.460613
1.0,44,1269.73547
1.0,39,1271.153129
1.0,39,1272.224348
1.0,39,1273.405854
1.0,40,1274.611113
1.0,39,1275.99711
1.0,39,1277.154802
1.0,39,1277.884995
1.0,39,1278.647503
1.0,39,1279.316204
1.0,39,1280.075282
1.0,39,1280.764139
1.0,39,1281.532979
1.0,39,1282.191943
1.0,39,1282.874202
1.0,39,1283.720811
1.0,39,1284.856465
1.0,39,1286.048403
1.0,39,1287.17928
1.0,39,1288.451862
1.0,39,1289.579954
1.0,39,1290.778128
1.0,39,1291.895198
1.0,39,1292.87301
1.0,39,1294.124054
1.0,39,1295.183452
1.0,39,1296.514099
1.0,39,1297.523971
1.0,39,1298.844223
1.0,39,1299.794957
1.0,39,1300.851815
1.0,39,1302.111949
1.0,39,1303.159179
1.0,39,1304.410427
1.0,39,1305.43448
1.0,39,1306.693122
1.0,39,1307.747079
1.0,39,1308.996835
1.0,39,1310.049742
1.0,39,1311.191451
1.0,39,1312.429518
1.0,39,1313.526921
1.0,39,1314.835707
1.0,39,1315.881179
1.0,39,1317.21395
1.0,39,1318.243498
1.0,39,1319.371665
1.0,39,1320.601685
1.0,40,1321.756358
1.0,39,1322.832185
1.0,39,1323.953678
1.0,39,1325.158429
1.0,39,1326.303465
1.0,39,1327.466568
1.0,39,1328.585584
1.0,39,1329.656743
1.0,39,1330.919663
1.0,39,1331.93627
1.0,39,1333.228917
1.0,39,1334.239904
1.0,39,1335.580492
1.0,39,1336.634155
1.0,39,1337.9168
1.0,39,1339.054063
1.0,39,1340.129308
1.0,39,1341.413857
1.0,39,1342.491522
1.0,39,1343.752635
1.0,39,1344.733897
1.0,39,1346.0773
1.0,39,1347.052343
1.0,39,1348.195318
1.0,39,1349.341908
1.0,39,1350.418811
1.0,39,1351.614002
1.0,39,1352.61802
1.0,39,1353.918578
1.0,39,1354.973418
1.0,39,1356.241359
1.0,39,1357.215993
1.0,39,1358.358867
1.0,39,1359.523741
1.0,39,1360.669248
1.0,39,1361.82061
1.0,39,1362.965025
1.0,39,1364.120991
1.0,39,1365.178875
1.0,39,1366.309252
1.0,39,1367.499144
1.0,39,1368.62173
1.0,39,1369.723489
1.0,39,1370.889612
1.0,39,1372.003277
1.0,39,1373.138694
1.0,39,1374.310293
1.0,39,1375.460317
1.0,39,1376.500863
1.0,39,1377.733436
1.0,39,1378.809174
1.0,39,1380.154578
1.0,39,1381.156257
1.0,39,1382.478477
1.0,39,1383.441669
1.0,39,1384.466955
1.0,39,1385.724609
1.0,39,1386.699453
1.0,39,1387.992744
1.0,39,1389.013167
1.0,39,1390.327835
1.0,39,1391.334932
1.0,39,1392.664906
1.0,39,1393.631127
1.0,39,1394.782548
1.0,39,1396.030469
1.0,39,1397.152704
1.0,39,1398.391377
1.0,39,1399.496176
1.0,39,1400.807652
1.0,39,1401.793232
1.0,39,1402.956569
1.0,39,1404.130734
1.0,39,1405.263689
1.0,39,1406.539085
1.0,39,1407.652493
1.0,39,1408.876494
1.0,39,1409.953187
1.0,39,1411.283327
1.0,39,1412.24642
1.0,39,1413.389732
1.0,39,1414.565869
1.0,39,1415.765749
1.0,39,1417.075467
1.0,39,1418.104633
1.0,39,1419.416386
1.0,49,1420.93071
1.0,678,1440.955255
1.0,39,1441.950565
1.0,39,1443.307559
1.0,39,1444.456123
1.0,39,1445.584315
1.0,39,1446.60111
1.0,39,1447.890957
1.0,39,1448.952064
1.0,39,1450.214128
1.0,39,1451.26875
1.0,39,1452.424644
1.0,39,1453.619593
1.0,39,1454.732135
1.0,39,1455.901372
1.0,39,1457.013463
1.0,39,1458.343532
1.0,39,1459.36971
1.0,39,1460.536875
1.0,39,1461.700348
1.0,39,1462.839966
1.0,39,1464.013743
1.0,39,1465.211618
1.0,39,1466.438228
1.0,39,1467.528734
1.0,39,1468.879099
1.0,39,1469.906619
1.0,39,1471.082918
1.0,39,1472.254185
1.0,39,1473.393956
1.0,39,1474.568241
1.0,39,1475.665792
1.0,39,1476.858131
1.0,39,1477.992954
1.0,39,1479.068625
1.0,39,1480.33209
1.0,39,1481.348838
1.0,39,1482.632311
1.0,39,1483.798918
1.0,39,1484.946717
1.0,39,1486.005848
1.0,39,1487.272183
1.0,39,1488.374451
1.0,39,1489.468251
1.0,39,1490.730457
1.0,39,1491.794081
1.0,39,1493.106138
1.0,39,1494.115258
1.0,39,1495.422931
1.0,39,1496.557559
1.0,39,1497.62248
1.0,39,1498.896489
1.0,39,1499.961564
1.0,39,1501.231041
1.0,39,1502.25802
1.0,39,1503.325654
1.0,39,1504.462928
1.0,39,1505.74404
1.0,39,1506.86021
1.0,39,1507.863812
1.0,39,1509.168199
1.0,39,1510.178359
1.0,39,1511.49362
1.0,39,1512.479904
1.0,39,1513.773992
1.0,39,1514.797846
1.0,39,1515.976338
1.0,39,1517.121449
1.0,39,1518.248669
1.0,39,1519.416755
1.0,39,1520.558602
1.0,39,1521.711978
1.0,39,1522.849385
1.0,39,1524.025289
1.0,39,1525.201434
1.0,39,1526.203257
1.0,39,1527.513132
1.0,39,1528.524919
1.0,39,1529.838411
1.0,39,1530.921547
1.0,39,1532.177178
1.0,39,1533.134007
1.0,39,1534.299407
1.0,39,1535.412741
1.0,39,1536.523801
1.0,39,1537.73756
1.0,39,1538.87951
1.0,39,1540.04591
1.0,39,1541.180762
1.0,39,1542.352588
1.0,39,1543.492744
1.0,39,1544.557654
1.0,39,1545.806314
1.0,71,1547.881832
1.0,339,1557.830325
1.0,170,1562.731429
1.0,47,1564.065879
1.0,59,1565.880402
1.0,45,1567.284404
1.0,43,1568.392127
1.0,49,1569.835725
1.0,39,1571.010217
1.0,39,1572.146048
1.0,39,1573.312618
1.0,39,1574.459161
1.0,39,1575.515227
1.0,39,1576.722422
1.0,39,1577.813482
1.0,39,1579.098024
1.0,39,1580.139871
1.0,39,1581.451085
1.0,39,1582.461824
1.0,39,1583.788508
1.0,39,1584.755988
1.0,39,1585.894432
1.0,39,1587.055799
1.0,39,1588.184872
1.0,39,1589.22396
1.0,39,1590.265274
1.0,39,1591.700678
1.0,39,1592.870055
1.0,39,1594.003552
1.0,39,1595.084772
1.0,39,1596.256956
1.0,39,1597.611912
1.0,39,1598.689934
1.0,39,1599.952059
1.0,39,1601.049953
1.0,39,1602.439652
1.0,39,1603.570252
1.0,39,1604.826541
1.0,39,1605.885512
1.0,39,1607.059141
1.0,39,1608.441233
1.0,39,1609.620151
1.0,39,1610.656
1.0,39,1611.29634
1.0,39,1611.941964
1.0,39,1612.690735
1.0,39,1613.435695
1.0,39,1614.250824
1.0,39,1614.951921
1.0,39,1615.706974
1.0,39,1616.380952
1.0,39,1617.61943
1.0,39,1618.584969
1.0,39,1619.710627
1.0,39,1620.870001
1.0,39,1621.990877
1.0,39,1623.146274
1.0,39,1624.225166
1.0,39,1625.486264
1.0,39,1626.559366
1.0,39,1627.684892
1.0,39,1628.775304
1.0,39,1629.957883
1.0,39,1631.139077
1.0,39,1632.271338
1.0,39,1633.557346
1.0,39,1634.576951
1.0,39,1635.857353
1.0,39,1636.87854
1.0,39,1637.919191
1.0,39,1639.174846
1.0,39,1640.211436
1.0,39,1641.492339
1.0,39,1642.656294
1.0,39,1643.810263
1.0,39,1644.948573
1.0,39,1645.99274
1.0,39,1647.072231
1.0,39,1648.204672
1.0,39,1649.375743
1.0,39,1650.56904
1.0,39,1651.840467
1.0,39,1652.87113
1.0,39,1654.19726
1.0,39,1655.174961
1.0,39,1656.369765
1.0,39,1657.59427
1.0,39,1658.682759
1.0,39,1660.007906
1.0,39,1660.998493
1.0,39,1662.317642
1.0,39,1663.277029
1.0,39,1664.357541
1.0,39,1665.560484
1.0,39,1666.587044
1.0,39,1667.854356
1.0,39,1668.830691
1.0,39,1670.094755
