#{"t_start": 1765941717.3589003, "env_id": "None"}
r,l,t
0.0,1936,57.583973
0.0,1936,97.338237
0.0,1936,137.294112
0.0,1936,192.8711
0.0,1936,249.442703
0.0,1936,302.884061
0.0,1936,359.653702
0.0,1936,416.536909
0.0,1936,472.400333
0.0,1936,528.925139
0.0,1936,585.732503
1.0,51,587.425209
1.0,67,589.338602
1.0,242,596.557477
1.0,196,602.580497
1.0,899,625.664933
1.0,66,627.765139
1.0,42,628.850359
1.0,50,630.331616
1.0,49,631.761203
1.0,41,633.054735
1.0,43,634.369572
1.0,52,635.882583
1.0,42,636.98088
1.0,42,638.367185
1.0,39,639.552947
1.0,49,641.000709
1.0,41,642.066292
1.0,40,643.348069
1.0,39,644.506875
1.0,39,645.674996
1.0,39,646.855515
1.0,39,647.865898
1.0,39,649.181843
1.0,39,650.179386
1.0,39,651.452469
1.0,39,652.492462
1.0,39,653.820914
1.0,39,654.813734
1.0,39,655.948947
1.0,39,657.120583
1.0,39,658.25377
1.0,39,659.388872
1.0,39,660.561912
1.0,39,661.71875
1.0,39,662.850203
1.0,39,664.018016
1.0,39,665.151518
1.0,39,666.210639
1.0,39,667.447555
1.0,39,668.491501
1.0,39,669.764937
1.0,39,670.782594
1.0,39,671.95336
1.0,39,673.057165
1.0,39,674.039309
1.0,39,675.344651
1.0,39,676.383811
1.0,39,677.659453
1.0,39,678.711924
1.0,39,679.97438
1.0,39,681.016627
1.0,39,682.276664
1.0,39,683.325329
1.0,39,684.449411
1.0,39,685.629339
1.0,39,686.742707
1.0,39,687.934246
1.0,39,689.037318
1.0,39,690.372351
1.0,39,691.391112
1.0,39,692.42212
1.0,39,693.706878
1.0,39,694.858569
1.0,39,696.040354
1.0,39,697.21181
1.0,39,698.543021
1.0,39,699.587982
1.0,39,700.92407
1.0,39,701.911525
1.0,39,703.044702
1.0,39,704.221009
1.0,39,705.412199
1.0,39,706.669963
1.0,39,707.749597
1.0,39,709.072772
1.0,39,710.142807
1.0,39,711.289253
1.0,39,712.569266
1.0,39,713.626091
1.0,39,714.934529
1.0,39,716.008157
1.0,39,717.268429
1.0,39,718.361069
1.0,39,719.572397
1.0,39,720.720592
1.0,39,721.78951
1.0,39,723.10862
1.0,39,724.175953
1.0,39,725.441996
1.0,39,726.517
1.0,39,727.764795
1.0,39,728.801503
1.0,39,729.913321
1.0,39,730.99379
1.0,61,732.832666
1.0,39,733.891227
1.0,39,735.189723
1.0,216,741.595743
1.0,705,761.219171
1.0,93,763.709481
1.0,41,765.067654
1.0,39,766.022668
1.0,39,767.176903
1.0,40,768.362832
1.0,39,769.553001
1.0,39,770.738873
1.0,39,771.859861
1.0,39,773.167352
1.0,43,774.293765
1.0,40,775.615828
1.0,39,776.638713
1.0,59,778.46896
1.0,39,779.602744
1.0,39,780.780898
1.0,39,781.915088
1.0,39,783.068768
1.0,143,787.323382
1.0,39,788.374235
1.0,39,789.662171
1.0,39,790.733434
1.0,39,791.870553
1.0,39,793.031234
1.0,39,794.152951
1.0,40,795.469174
1.0,39,796.509471
1.0,50,797.96589
1.0,65,799.793881
1.0,43,801.149422
1.0,64,803.106047
1.0,43,804.49675
1.0,51,805.920072
1.0,39,807.056503
1.0,39,808.185714
1.0,39,809.355677
1.0,39,810.535996
1.0,39,811.644034
1.0,39,812.719312
1.0,40,813.786379
1.0,39,815.052248
1.0,40,816.009007
1.0,39,817.030044
1.0,39,818.309462
1.0,55,819.867216
1.0,39,821.045704
1.0,39,822.181762
1.0,39,823.329723
1.0,39,824.266055
1.0,39,825.336584
1.0,39,826.396187
1.0,39,827.494565
1.0,39,828.674312
1.0,39,829.794142
1.0,39,830.99387
1.0,39,832.084311
1.0,39,833.28833
1.0,39,834.400583
1.0,39,835.45254
1.0,39,836.73824
1.0,39,837.799867
1.0,39,839.037582
1.0,39,840.211857
1.0,39,841.397702
1.0,39,842.527663
1.0,39,843.728161
1.0,39,844.844971
1.0,39,845.839052
1.0,39,847.164007
1.0,39,848.177098
1.0,39,849.501065
1.0,39,850.497934
1.0,39,851.841737
1.0,39,852.799525
1.0,39,853.83809
1.0,39,855.101982
1.0,39,856.087558
1.0,39,857.390098
1.0,39,858.391212
1.0,39,859.711064
1.0,39,860.788917
1.0,39,862.058769
1.0,39,863.033468
1.0,39,864.176716
1.0,39,865.35357
1.0,39,866.544263
1.0,39,867.616782
1.0,39,868.777438
1.0,39,869.932003
1.0,39,870.984943
1.0,39,872.101541
1.0,39,873.328239
1.0,39,874.402905
1.0,39,875.597682
1.0,39,876.695504
1.0,39,877.896318
1.0,39,879.009902
1.0,39,880.346575
1.0,39,881.371886
1.0,39,882.530791
1.0,39,883.794544
1.0,39,884.929549
1.0,39,886.215723
1.0,39,887.264456
1.0,39,888.604434
1.0,39,889.566524
1.0,39,890.605008
1.0,39,891.892066
1.0,39,893.027207
