#{"t_start": 1765941717.3579547, "env_id": "None"}
r,l,t
0.0,1936,57.574139
0.0,1936,97.328534
0.0,1936,137.283834
0.0,1936,192.86125
0.0,1936,249.432791
0.0,1936,302.874036
0.0,1936,359.643455
0.0,1936,416.526829
0.0,1936,472.391993
1.0,1872,527.028692
0.0,1936,583.831037
1.0,178,589.285447
1.0,305,598.534426
1.0,89,600.994048
1.0,59,603.030504
1.0,769,622.279551
1.0,58,624.019058
1.0,82,626.393552
1.0,53,627.908484
1.0,148,632.217479
1.0,45,633.598175
1.0,49,634.955604
1.0,41,636.30498
1.0,43,637.423774
1.0,41,638.76566
1.0,42,640.108242
1.0,42,641.194828
1.0,40,642.474623
1.0,39,643.516773
1.0,39,644.851628
1.0,39,645.842731
1.0,39,647.010916
1.0,39,648.237725
1.0,39,649.348536
1.0,39,650.443543
1.0,39,651.576281
1.0,39,652.835483
1.0,39,653.952083
1.0,39,655.145404
1.0,39,656.253871
1.0,39,657.255451
1.0,39,658.560459
1.0,39,659.556531
1.0,39,660.886105
1.0,39,661.884083
1.0,39,663.188959
1.0,39,664.175664
1.0,39,665.312923
1.0,39,666.457582
1.0,39,667.589257
1.0,39,668.755951
1.0,39,669.895905
1.0,39,671.040554
1.0,39,672.084768
1.0,39,673.343719
1.0,39,674.438054
1.0,39,675.496062
1.0,39,676.778405
1.0,39,677.827338
1.0,39,679.104355
1.0,39,680.133285
1.0,39,681.411849
1.0,39,682.412127
1.0,39,683.446503
1.0,39,684.716504
1.0,39,685.738565
1.0,39,687.009723
1.0,39,688.047921
1.0,39,689.321639
1.0,39,690.480968
1.0,39,691.656239
1.0,39,692.794425
1.0,39,693.861973
1.0,39,695.177456
1.0,39,696.187729
1.0,39,697.497469
1.0,39,698.662387
1.0,39,699.940424
1.0,39,701.052398
1.0,39,702.039099
1.0,39,703.361875
1.0,39,704.367241
1.0,39,705.686744
1.0,39,706.787054
1.0,39,708.093276
1.0,39,709.207525
1.0,39,710.527877
1.0,39,711.553721
1.0,39,712.722035
